x0000,y0000
1231,-1,
1232,-2,
1233,-2,
1234,-2,
1235,-2,
1236,-2,
1237,-2,
1238,-1,
1239,-1,
1240,-2,
1241,-2,
1242,-1,
1243,-1,
1244,-2,
1245,-1,
1246,-2,
1247,-1,
1248,-1,
1249,-2,
1250,-1,
1251,-1,
1252,-1,
1253,-1,
1254,-1,
1255,-2,
1256,-1,
1257,-2,
1258,-2,
1259,-2,
1260,-2,
1261,-1,
1262,-1,
1263,-2,
1264,-1,
1265,-2,
1266,-2,
1267,-1,
1268,-1,
1269,-1,
1270,-1,
1271,-1,
1272,-1,
1273,-2,
1274,-2,
1275,-1,
1276,-1,
1277,-1,
1278,-1,
1279,-1,
1280,-2,
1281,0,
1282,-2,
1283,-1,
1284,-1,
1285,-2,
1286,-2,
1287,0,
1288,-1,
1289,-1,
1290,-1,
1291,0,
1292,-2,
1293,-2,
1294,-1,
1295,-1,
1296,-1,
1297,-1,
1298,-1,
1299,0,
1300,0,
1301,0,
1302,-1,
1303,-1,
1304,0,
1305,0,
1306,-1,
1307,-1,
1308,-1,
1309,0,
1310,0,
1311,0,
1312,-1,
1313,-1,
1314,-1,
1315,-1,
1316,-1,
1317,-1,
1318,0,
1319,0,
1320,-1,
1321,0,
1322,-1,
1323,0,
1324,0,
1325,0,
1326,0,
1327,0,
1328,0,
1329,0,
1330,0,
1331,0,
1332,-1,
1333,0,
1334,-1,
1335,-1,
1336,-1,
1337,-1,
1338,0,
1339,0,
1340,-1,
1341,0,
1342,0,
1343,-1,
1344,-1,
1345,-1,
1346,0,
1347,0,
1348,0,
1349,0,
1350,0,
1351,0,
1352,0,
1353,0,
1354,0,
1355,-1,
1356,-1,
1357,-1,
1358,0,
1359,0,
1360,0,
1361,0,
1362,0,
1363,0,
1364,-1,
1365,-1,
1366,-1,
1367,1,
1368,0,
1369,1,
1370,0,
1371,-1,
1372,0,
1373,0,
1374,0,
1375,0,
1376,-1,
1377,-1,
1378,-1,
1379,0,
1380,0,
1381,0,
1382,0,
1383,1,
1384,0,
1385,0,
1386,0,
1387,0,
1388,0,
1389,0,
1390,1,
1391,0,
1392,1,
1393,0,
1394,1,
1395,0,
1396,-1,
1397,0,
1398,0,
1399,0,
1400,0,
1401,0,
1402,0,
1403,0,
1404,1,
1405,0,
1406,1,
1407,1,
1408,0,
1409,0,
1410,0,
1411,-1,
1412,0,
1413,0,
1414,0,
1415,0,
1416,0,
1417,0,
1418,0,
1419,0,
1420,1,
1421,0,
1422,1,
1423,0,
1424,0,
1425,1,
1426,1,
1427,0,
1428,1,
1429,1,
1430,0,
1431,1,
1432,0,
1433,0,
1434,1,
1435,0,
1436,0,
1437,0,
1438,0,
1439,0,
1440,0,
1441,1,
1442,0,
1443,1,
1444,0,
1445,1,
1446,0,
1447,1,
1448,0,
1449,0,
1450,0,
1451,1,
1452,-1,
1453,1,
1454,1,
1455,0,
1456,0,
1457,-1,
1458,1,
1459,-1,
1460,0,
1461,0,
1462,1,
1463,0,
1464,1,
1465,1,
1466,0,
1467,0,
1468,0,
1469,0,
1470,1,
1471,0,
1472,0,
1473,0,
1474,0,
1475,0,
1476,1,
1477,0,
1478,0,
1479,0,
1480,0,
1481,0,
1482,0,
1483,1,
1484,0,
1485,0,
1486,0,
1487,0,
1488,1,
1489,1,
1490,1,
1491,0,
1492,0,
1493,-1,
1494,0,
1495,1,
1496,1,
1497,0,
1498,1,
1499,1,
1500,1,
1501,1,
1502,1,
1503,0,
1504,1,
1505,1,
1506,0,
1507,0,
1508,1,
1509,1,
1510,0,
1511,1,
1512,1,
1513,1,
1514,0,
1515,1,
1516,1,
1517,2,
1518,0,
1519,0,
1520,1,
1521,1,
1522,1,
1523,1,
1524,1,
1525,0,
1526,0,
1527,0,
1528,0,
1529,0,
1530,1,
1531,1,
1532,0,
1533,0,
1534,1,
1535,0,
1536,1,
1537,1,
1538,1,
1539,1,
1540,0,
1541,0,
1542,0,
1543,0,
1544,1,
1545,1,
1546,0,
1547,0,
1548,0,
1549,1,
1550,1,
1551,1,
1552,1,
1553,0,
1554,1,
1555,1,
1556,1,
1557,0,
1558,1,
1559,0,
1560,1,
1561,0,
1562,0,
1563,0,
1564,1,
1565,1,
1566,1,
1567,0,
1568,1,
1569,1,
1570,1,
1571,0,
1572,1,
1573,-1,
1574,-1,
1575,-1,
1576,0,
1577,1,
1578,0,
1579,0,
1580,0,
1581,0,
1582,0,
1583,0,
1584,0,
1585,0,
1586,0,
1587,1,
1588,1,
1589,1,
1590,1,
1591,0,
1592,0,
1593,0,
1594,0,
1595,0,
1596,0,
1597,1,
1598,0,
1599,1,
1600,1,
1601,1,
1602,0,
1603,0,
1604,1,
1605,0,
1606,0,
1607,1,
1608,0,
1609,1,
1610,1,
1611,0,
1612,1,
1613,1,
1614,0,
1615,1,
1616,0,
1617,1,
1618,0,
1619,0,
1620,0,
1621,0,
1622,0,
1623,1,
1624,0,
1625,0,
1626,0,
1627,0,
1628,0,
1629,0,
1630,0,
1631,1,
1632,0,
1633,0,
1634,0,
1635,0,
1636,0,
1637,0,
1638,0,
1639,1,
1640,0,
1641,0,
1642,1,
1643,0,
1644,0,
1645,0,
1646,0,
1647,1,
1648,2,
1649,0,
1650,1,
1651,0,
1652,0,
1653,-1,
1654,1,
1655,0,
1656,1,
1657,1,
1658,0,
1659,0,
1660,0,
1661,0,
1662,1,
1663,0,
1664,0,
1665,-1,
1666,1,
1667,-1,
1668,1,
1669,1,
1670,0,
1671,0,
1672,0,
1673,0,
1674,0,
1675,1,
1676,-1,
1677,-1,
1678,1,
1679,1,
1680,0,
1681,-1,
1682,0,
1683,1,
1684,0,
1685,2,
1686,1,
1687,0,
1688,0,
1689,1,
1690,0,
1691,0,
1692,0,
1693,1,
1694,0,
1695,1,
1696,0,
1697,0,
1698,1,
1699,1,
1700,1,
1701,0,
1702,0,
1703,1,
1704,0,
1705,0,
1706,1,
1707,0,
1708,0,
1709,0,
1710,0,
1711,1,
1712,0,
1713,0,
1714,1,
1715,1,
1716,0,
1717,0,
1718,0,
1719,1,
1720,-1,
1721,0,
1722,0,
1723,0,
1724,-1,
1725,0,
1726,0,
1727,-1,
1728,0,
1729,1,
1730,0,
1731,0,
1732,0,
1733,-1,
1734,0,
1735,0,
1736,-1,
1737,0,
1738,1,
1739,1,
1740,0,
1741,0,
1742,0,
1743,0,
1744,0,
1745,0,
1746,1,
1747,0,
1748,0,
1749,0,
1750,0,
1751,0,
1752,0,
1753,1,
1754,0,
1755,0,
1756,1,
1757,0,
1758,1,
1759,0,
1760,0,
1761,0,
1762,0,
1763,0,
1764,0,
1765,0,
1766,0,
1767,1,
1768,0,
1769,0,
1770,0,
1771,0,
1772,0,
1773,0,
1774,0,
1775,0,
1776,0,
1777,0,
1778,0,
1779,0,
1780,0,
1781,0,
1782,1,
1783,0,
1784,-1,
1785,0,
1786,1,
1787,1,
1788,0,
1789,0,
1790,0,
1791,0,
1792,0,
1793,1,
1794,0,
1795,0,
1796,-1,
1797,1,
1798,0,
1799,0,
1800,0,
1801,1,
1802,1,
1803,0,
1804,0,
1805,1,
1806,1,
1807,0,
1808,-1,
1809,1,
1810,0,
1811,0,
1812,0,
1813,0,
1814,0,
1815,1,
1816,1,
1817,0,
1818,0,
1819,0,
1820,0,
1821,1,
1822,0,
1823,0,
1824,0,
1825,1,
1826,0,
1827,-1,
1828,0,
1829,0,
1830,0,
1831,1,
1832,1,
1833,1,
1834,0,
1835,0,
1836,0,
1837,0,
1838,0,
1839,0,
1840,0,
1841,1,
1842,0,
1843,1,
1844,0,
1845,0,
1846,-1,
1847,1,
1848,0,
1849,-1,
1850,-2,
1851,-1,
1852,-1,
1853,0,
1854,0,
1855,0,
1856,1,
1857,0,
1858,0,
1859,-1,
1860,0,
1861,0,
1862,1,
1863,0,
1864,0,
1865,1,
1866,0,
1867,0,
1868,1,
1869,0,
1870,0,
1871,0,
1872,0,
1873,0,
1874,-1,
1875,1,
1876,0,
1877,0,
1878,0,
1879,0,
1880,0,
1881,-1,
1882,0,
1883,0,
1884,0,
1885,1,
1886,0,
1887,0,
1888,0,
1889,0,
1890,0,
1891,0,
1892,0,
1893,0,
1894,0,
1895,0,
1896,0,
1897,0,
1898,0,
1899,0,
1900,-1,
1901,1,
1902,0,
1903,0,
1904,0,
1905,-1,
1906,-1,
1907,-1,
1908,0,
1909,0,
1910,0,
1911,1,
1912,1,
1913,0,
1914,0,
1915,0,
1916,0,
1917,0,
1918,-1,
1919,-1,
1920,0,
1921,0,
1922,0,
1923,0,
1924,0,
1925,0,
1926,1,
1927,0,
1928,1,
1929,0,
1930,0,
1931,0,
1932,0,
1933,0,
1934,1,
1935,0,
1936,0,
1937,0,
1938,0,
1939,1,
1940,0,
1941,0,
1942,0,
1943,1,
1944,0,
1945,1,
1946,0,
1947,0,
1948,1,
1949,-1,
1950,0,
1951,1,
1952,0,
1953,-1,
1954,1,
1955,0,
1956,0,
1957,1,
1958,1,
1959,0,
1960,0,
1961,0,
1962,-1,
1963,-1,
1964,0,
1965,0,
1966,1,
1967,0,
1968,0,
1969,1,
1970,0,
1971,0,
1972,0,
1973,0,
1974,0,
1975,0,
1976,0,
1977,0,
1978,0,
1979,0,
1980,0,
1981,0,
1982,0,
1983,0,
1984,0,
1985,1,
1986,0,
1987,0,
1988,1,
1989,0,
1990,0,
1991,0,
1992,0,
1993,0,
1994,1,
1995,0,
1996,0,
1997,0,
1998,0,
1999,1,
2000,0,
2001,0,
2002,0,
2003,0,
2004,1,
2005,0,
2006,0,
2007,0,
2008,0,
2009,0,
2010,0,
2011,0,
2012,-1,
2013,0,
2014,0,
2015,0,
2016,0,
2017,1,
2018,0,
2019,1,
2020,0,
2021,1,
2022,1,
2023,0,
2024,1,
2025,0,
2026,0,
2027,0,
2028,1,
2029,1,
2030,0,
2031,0,
2032,0,
2033,1,
2034,0,
2035,0,
2036,1,
2037,2,
2038,-1,
2039,1,
2040,0,
2041,1,
2042,1,
2043,1,
2044,0,
2045,0,
2046,0,
2047,0,
2048,1,
2049,0,
2050,-1,
2051,0,
2052,1,
2053,0,
2054,1,
2055,0,
2056,0,
2057,0,
2058,1,
2059,1,
2060,0,
2061,0,
2062,0,
2063,0,
2064,1,
2065,2,
2066,1,
2067,0,
2068,0,
2069,0,
2070,1,
2071,1,
2072,1,
2073,1,
2074,0,
2075,0,
2076,1,
2077,0,
2078,0,
2079,1,
2080,2,
2081,0,
2082,-1,
2083,0,
2084,2,
2085,1,
2086,0,
2087,0,
2088,1,
2089,1,
2090,1,
2091,1,
2092,1,
2093,1,
2094,1,
2095,0,
2096,1,
2097,0,
2098,1,
2099,0,
2100,0,
2101,0,
2102,0,
2103,0,
2104,0,
2105,1,
2106,1,
2107,0,
2108,0,
2109,0,
2110,0,
2111,1,
2112,1,
2113,0,
2114,0,
2115,0,
2116,1,
2117,0,
2118,0,
2119,0,
2120,-1,
2121,-1,
2122,0,
2123,0,
2124,1,
2125,0,
2126,0,
2127,0,
2128,1,
2129,0,
2130,0,
2131,0,
2132,0,
2133,0,
2134,0,
2135,1,
2136,1,
2137,0,
2138,0,
2139,0,
2140,0,
2141,0,
2142,0,
2143,0,
2144,1,
2145,0,
2146,-1,
2147,0,
2148,0,
2149,0,
2150,0,
2151,0,
2152,1,
2153,0,
2154,1,
2155,1,
2156,0,
2157,0,
2158,0,
2159,0,
2160,0,
2161,1,
2162,0,
2163,0,
2164,1,
2165,-1,
2166,0,
2167,0,
2168,1,
2169,1,
2170,0,
2171,1,
2172,-1,
2173,0,
2174,0,
2175,0,
2176,1,
2177,1,
2178,1,
2179,0,
2180,1,
2181,1,
2182,0,
2183,1,
2184,0,
2185,1,
2186,0,
2187,0,
2188,0,
2189,0,
2190,0,
2191,0,
2192,0,
2193,0,
2194,0,
2195,1,
2196,0,
2197,0,
2198,0,
2199,1,
2200,0,
2201,0,
2202,1,
2203,0,
2204,0,
2205,1,
2206,0,
2207,0,
2208,0,
2209,1,
2210,1,
2211,-1,
2212,0,
2213,0,
2214,1,
2215,0,
2216,0,
2217,0,
2218,1,
2219,0,
2220,-1,
2221,0,
2222,1,
2223,0,
2224,0,
2225,0,
2226,1,
2227,1,
2228,0,
2229,0,
2230,1,
2231,0,
2232,-1,
2233,1,
2234,0,
2235,0,
2236,1,
2237,0,
2238,0,
2239,0,
2240,0,
2241,0,
2242,1,
2243,0,
2244,0,
2245,0,
2246,1,
2247,0,
2248,0,
2249,1,
2250,0,
2251,0,
2252,0,
2253,-1,
2254,0,
2255,0,
2256,0,
2257,0,
2258,0,
2259,0,
2260,1,
2261,0,
2262,0,
2263,1,
2264,0,
2265,0,
2266,1,
2267,0,
2268,0,
2269,0,
2270,1,
2271,0,
2272,1,
2273,0,
2274,-1,
2275,0,
2276,1,
2277,0,
2278,0,
2279,0,
2280,0,
2281,0,
2282,1,
2283,0,
2284,0,
2285,1,
2286,0,
2287,0,
2288,0,
2289,0,
2290,2,
2291,1,
2292,0,
2293,0,
2294,1,
2295,0,
2296,-1,
2297,1,
2298,1,
2299,0,
2300,1,
2301,-1,
2302,1,
2303,1,
2304,0,
2305,-1,
2306,1,
2307,0,
2308,-1,
2309,0,
2310,1,
2311,0,
2312,1,
2313,0,
2314,0,
2315,1,
2316,1,
2317,1,
2318,0,
2319,0,
2320,0,
2321,0,
2322,-1,
2323,1,
2324,0,
2325,0,
2326,1,
2327,0,
2328,0,
2329,0,
2330,0,
2331,0,
2332,0,
2333,-1,
2334,0,
2335,0,
2336,1,
2337,0,
2338,0,
2339,0,
2340,0,
2341,0,
2342,1,
2343,0,
2344,1,
2345,0,
2346,0,
2347,0,
2348,0,
2349,0,
2350,-1,
2351,1,
2352,0,
2353,0,
2354,0,
2355,-1,
2356,0,
2357,-1,
2358,0,
2359,1,
2360,0,
2361,0,
2362,0,
2363,0,
2364,0,
2365,0,
2366,1,
2367,0,
2368,-1,
2369,0,
2370,1,
2371,0,
2372,-1,
2373,0,
2374,0,
2375,0,
2376,0,
2377,0,
2378,0,
2379,0,
2380,0,
